WELL,DEPTH_MD,GROUP,FORMATION,CALI,RDEP,RHOB,GR,NPHI,PEF,DTC,LITH
15/9-15,489.512,NORDLAND GP.,,,1.8188408613,,75.867034912,,78.36466217,161.59941101,Shale
15/9-15,489.664,NORDLAND GP.,,,1.809289217,,72.827445984,,64.350845337,161.50590515,Shale
15/9-15,489.816,NORDLAND GP.,,,1.8007262945,,71.521476746,,47.835876465,161.69291687,Shale
15/9-15,489.968,NORDLAND GP.,,,1.796120882,,75.69817352300001,,45.376636505,162.18305969,Shale
15/9-15,490.12,NORDLAND GP.,,,1.7947334051,,78.181999207,,51.599945068,162.50442505,Shale
15/9-15,490.272,NORDLAND GP.,,,1.790528059,,76.173347473,,48.446277618,162.69143677,Shale
15/9-15,490.424,NORDLAND GP.,,,1.7887972593,,70.612800598,,40.342540741,162.66436768,Shale
15/9-15,490.576,NORDLAND GP.,,,1.7904971838,,68.144996643,,34.407737732,162.53970337,Shale
15/9-15,490.728,NORDLAND GP.,,,1.7879340649000002,,68.940307617,,33.845870972,161.82020569,Shale
15/9-15,490.88,NORDLAND GP.,,,1.7830374241,,70.969116211,,33.741539001,161.24606323,Shale
15/9-15,491.032,NORDLAND GP.,,,1.779712081,,72.009971619,,36.112606049,161.04066467,Shale
15/9-15,491.184,NORDLAND GP.,,,1.7769559622,,73.154724121,,37.693603516,161.25195313,Shale
15/9-15,491.336,NORDLAND GP.,,,1.7762078047,,76.385314941,,40.021682739,161.62597656,Shale
15/9-15,491.48800000000006,NORDLAND GP.,,,1.7809095383000002,,79.793830872,,33.783267975,161.58332825,Shale
15/9-15,491.64,NORDLAND GP.,,,1.7842538357,,76.968978882,,28.833339691,161.41699219,Shale
15/9-15,491.792,NORDLAND GP.,,,1.7849670649,,71.046638489,,27.676261902,161.25097656,Shale
15/9-15,491.944,NORDLAND GP.,,,1.7874511480000002,,65.733543396,,29.343460083000004,161.06396484,Shale
15/9-15,492.096,NORDLAND GP.,,,1.794043541,,65.926605225,,32.357395172,161.24606323,Shale
15/9-15,492.2480000000001,NORDLAND GP.,,,1.8043887615,,68.10584259,,35.706798553,161.45669556,Shale
15/9-15,492.4,NORDLAND GP.,,,1.8156960011,,66.856704712,,35.249824524,161.41864014,Shale
15/9-15,492.552,NORDLAND GP.,,,1.8239080906,,67.790252686,,30.067388535,161.45603943,Shale
15/9-15,492.704,NORDLAND GP.,,,1.8290684223,,70.729370117,,26.34910965,160.85432434,Shale
15/9-15,492.856,NORDLAND GP.,,,1.8247340918,,76.04222106899999,,25.474603653000003,159.37467957,Shale
15/9-15,493.008,NORDLAND GP.,,,1.8075681925,,79.181518555,,26.572824478,158.50984192,Shale
15/9-15,493.16,NORDLAND GP.,,,1.7883665562,,77.746688843,,27.361591339,158.89320374,Shale
15/9-15,493.312,NORDLAND GP.,,,1.7746032476,,74.4585495,,27.803661346,159.70358276,Shale
15/9-15,493.464,NORDLAND GP.,,,1.7605797052,,71.527206421,,27.013431549,161.34416199,Shale
15/9-15,493.616,NORDLAND GP.,,,1.7490992546000002,,72.934234619,,27.78739357,163.30610657,Shale
15/9-15,493.768,NORDLAND GP.,,,1.7446542978,,76.465080261,,31.635335922,164.47047424,Shale
15/9-15,493.92,NORDLAND GP.,,,1.7446588278,,78.71098327600001,,38.468036652,164.35957336,Shale
15/9-15,494.072,NORDLAND GP.,,,1.7431656122,,79.494300842,,44.64715957600001,163.89173889,Shale
15/9-15,494.224,NORDLAND GP.,,,1.7398709059,,78.444709778,,45.917133331,163.90486145,Shale
15/9-15,494.376,NORDLAND GP.,,,1.730784893,,75.052337646,,43.186359406,162.99769592,Shale
15/9-15,494.528,NORDLAND GP.,,,1.7167160511,,74.103286743,,40.944267273,161.60728455,Shale
15/9-15,494.68,NORDLAND GP.,,,1.7018338441999998,,72.96675109899999,,47.524181366,161.04855347,Shale
15/9-15,494.832,NORDLAND GP.,,,1.6985549927,,71.655456543,,75.75862121600001,160.46717834,Shale
15/9-15,494.984,NORDLAND GP.,,,1.7180085182,,70.200004578,,104.60605621,161.48916626,Shale
15/9-15,495.136,NORDLAND GP.,,,1.7506542206,,73.453475952,,104.97504425,163.20506287,Shale
15/9-15,495.288,NORDLAND GP.,,,1.7740364075,,76.989608765,,86.16719055200001,164.50131226,Shale
15/9-15,495.44,NORDLAND GP.,,,1.7831083536,,75.21817016600001,,65.266616821,164.25198364,Shale
15/9-15,495.592,NORDLAND GP.,,,1.7775247097,,71.59300994899999,,51.282054901,163.00524902,Shale
15/9-15,495.744,NORDLAND GP.,,,1.7723933458,,73.564994812,,42.481971741,160.64633179,Shale
15/9-15,495.896,NORDLAND GP.,,,1.7923442125,,79.730796814,,37.930690765,159.22735596,Shale
15/9-15,496.048,NORDLAND GP.,,,1.8240814209,,83.683265686,,36.354587555,159.30873108,Shale
15/9-15,496.2,NORDLAND GP.,,,1.8443164825,,81.948402405,,32.35717392,159.6204071,Shale
15/9-15,496.352,NORDLAND GP.,,,1.8532729149,,78.944610596,,33.729000092,159.96850586,Shale
15/9-15,496.504,NORDLAND GP.,,,1.8475338221,,80.088043213,,37.757766724,160.48753357,Shale
15/9-15,496.656,NORDLAND GP.,,,1.8249565363,,84.122489929,,45.209438324,161.4717865,Shale
15/9-15,496.8080000000001,NORDLAND GP.,,,1.8006819487,,86.553115845,,51.394004822,162.57479858,Shale
15/9-15,496.96,NORDLAND GP.,,,1.7825700045,,84.273536682,,52.256195068,161.48121643,Shale
15/9-15,497.112,NORDLAND GP.,,,1.7701408863,,81.930580139,,31.392681122,154.53462219,Shale
15/9-15,497.264,NORDLAND GP.,,,1.7651497126,,79.95162963899999,,9.3393936157,142.7191925,Shale
15/9-15,497.416,NORDLAND GP.,,19.38842392,1.7600486278999998,,77.123809814,,3.7099592686,131.06057739,Shale
15/9-15,497.568,NORDLAND GP.,,20.066446304,1.7510544062,,73.905883789,,2.993268013,124.90383148,Shale
15/9-15,497.72,NORDLAND GP.,,21.080965042,1.743902564,,72.40839386,,2.9944181442,124.98365784,Shale
15/9-15,497.872,NORDLAND GP.,,21.240882874,1.7371865511000002,,72.999908447,,3.1381146908,127.31968689,Shale
15/9-15,498.024,NORDLAND GP.,,20.646976471,1.7271262407,,71.327682495,,3.1749761105000003,129.43513489,Shale
15/9-15,498.176,NORDLAND GP.,,19.757745743,1.7152587175,,70.183303833,,3.1166872977999995,131.39306641,Shale
15/9-15,498.328,NORDLAND GP.,,18.990797043,1.7040975094,,70.029563904,,3.0017998219,131.69216919,Shale
15/9-15,498.48,NORDLAND GP.,,18.573223114,1.6945649385,,70.803001404,,2.866271019,129.52841187,Shale
15/9-15,498.632,NORDLAND GP.,,18.312973022,1.6893399954,,70.431724548,,2.7692110538,126.77191162,Shale
15/9-15,498.784,NORDLAND GP.,,18.178218842,1.6863160133,,69.705062866,,2.7527763844,125.43959808,Shale
15/9-15,498.936,NORDLAND GP.,,18.152421951,1.678172946,,71.15425109899999,,2.7822554111,125.67946625,Shale
15/9-15,499.088,NORDLAND GP.,,18.20675087,1.664948225,,70.66682434100001,,2.871614933,126.14448547,Shale
15/9-15,499.24,NORDLAND GP.,,18.462831497,1.6500060558,,66.858062744,,2.9913980961,126.06892395,Shale
15/9-15,499.392,NORDLAND GP.,,18.830657959,1.6332870722,,62.76114273100001,,3.0872089863,125.8054657,Shale
15/9-15,499.544,NORDLAND GP.,,19.104833603,1.6181694269,,62.349460602,,3.1391510963,126.39347839,Shale
15/9-15,499.696,NORDLAND GP.,,19.27554512,1.6059286594,,65.353736877,,3.1377863884,126.32519531,Shale
15/9-15,499.848,NORDLAND GP.,,19.456565857,1.5938776731,,69.323776245,,3.1862897873,125.04291534,Shale
15/9-15,500.0,NORDLAND GP.,,19.708936691,1.5819113255,,71.183578491,,3.301910162,123.61201477,Shale
15/9-15,500.152,NORDLAND GP.,,20.003271103,1.5741820335,,71.85442352300001,,3.4215989113,121.97075653,Shale
15/9-15,500.304,NORDLAND GP.,,20.194242477,1.5681604147,,72.271141052,,3.5120608807,120.5962677,Shale
15/9-15,500.456,NORDLAND GP.,,20.330068588,1.5634781122,,70.789215088,,3.5644519329000004,120.20374298,Shale
15/9-15,500.608,NORDLAND GP.,,20.495412827,1.5638358593,,69.003997803,,3.6078078747,120.44416046,Shale
15/9-15,500.76,NORDLAND GP.,,20.609258652,1.5653707981,,65.262489319,,3.6704289913,119.54937744,Shale
15/9-15,500.912,NORDLAND GP.,,20.98636055,1.5647069216,,64.00289917,,3.7640709877,118.42076874,Shale
15/9-15,501.064,NORDLAND GP.,,21.511600494,1.5665764809,,65.83094787600001,,3.8489334583,118.14025116,Shale
15/9-15,501.216,NORDLAND GP.,,21.535884857,1.568697691,,69.12562561,,3.8341720104,118.87269592,Shale
15/9-15,501.36800000000005,NORDLAND GP.,,21.272148132,1.5689281225,,71.139930725,,3.8115093708,120.15305328,Shale
15/9-15,501.52,NORDLAND GP.,,20.963010788,1.5710902213999998,,71.888069153,,3.9606904984,123.61564636,Shale
15/9-15,501.672,NORDLAND GP.,,20.597515106,1.5731469393000002,,73.660850525,,4.304807186100001,129.81758118,Shale
15/9-15,501.824,NORDLAND GP.,,20.457197189,1.5758045912,,76.344764709,,4.7043552399,135.13583374,Shale
15/9-15,501.976,NORDLAND GP.,,20.477035522,1.5869376659,,76.863822937,,4.936370849599999,138.22473145,Shale
15/9-15,502.128,NORDLAND GP.,,20.517263412,1.6061626672999998,,74.17540741,,4.8768997192,138.15911865,Shale
15/9-15,502.28,NORDLAND GP.,,20.329795837,1.6277685165,,69.872955322,,4.6996212006,136.82479858,Shale
15/9-15,502.432,NORDLAND GP.,,19.820524216,1.6494479179,,67.222175598,,4.6959848404,136.02230835,Shale
15/9-15,502.584,NORDLAND GP.,,19.358196259,1.6701337099,,67.36052703899999,,5.0520701408,129.8289032,Shale
15/9-15,502.736,NORDLAND GP.,,19.207408905,1.6873387098,,68.606536865,,5.607597827899999,141.60383606,Shale
15/9-15,502.888,NORDLAND GP.,,19.200576782,1.7008072138,,67.656333923,,5.9008612633,162.39599609,Shale
15/9-15,503.04,NORDLAND GP.,,19.222066879,1.7146188021000002,,64.78784942600001,,5.8126482964,166.04495239,Shale
15/9-15,503.192,NORDLAND GP.,,19.276649475,1.7271584272,,63.24893951399999,,5.459196090700001,170.30413818,Shale
15/9-15,503.344,NORDLAND GP.,,19.365587234,1.7362203598,,63.464252472,,4.9462814331,171.83692932,Shale
15/9-15,503.496,NORDLAND GP.,,19.515281677,1.739880085,,62.191837311,,4.4227790833,172.83430481,Shale
15/9-15,503.648,NORDLAND GP.,,19.835233688,1.7389278412,,62.41992569,,4.0660142899,174.63090515,Shale
15/9-15,503.8,NORDLAND GP.,,20.019289017,1.7359000444,,66.573623657,,3.9302814007,188.66864014,Shale
15/9-15,503.952,NORDLAND GP.,,19.768907547,1.7359551191,,72.283409119,,3.8777384758,204.3143158,Shale
15/9-15,504.104,NORDLAND GP.,,19.418151855,1.7400788069,,73.501342773,,3.5863654613,205.16830444,Shale
15/9-15,504.256,NORDLAND GP.,,19.265407562,1.7476094961000002,,82.396636963,,3.0318903923,203.59022522,Shale
15/9-15,504.408,NORDLAND GP.,,19.58313179,1.7583209275999998,,79.512908936,,2.5702733994,200.487854,Shale
15/9-15,504.56,NORDLAND GP.,,20.414533615,1.7695206404,,67.720237732,,2.3662071228,199.5403595,Sandstone/Shale
15/9-15,504.712,NORDLAND GP.,,21.391639709,1.7775468825999998,,61.139774323000005,,2.3632164001,198.5446167,Sandstone/Shale
15/9-15,504.864,NORDLAND GP.,,22.190170288,1.7852089405000002,,59.589565277,,2.4015853405,197.49015808,Sandstone/Shale
15/9-15,505.016,NORDLAND GP.,,22.626600266,1.7916362286,,60.72065353399999,,2.3721022606,197.80018616,Sandstone/Shale
15/9-15,505.168,NORDLAND GP.,,22.76219368,1.7942006588,,62.29776382399999,,2.3260300159,197.53640747,Sandstone/Shale
15/9-15,505.32,NORDLAND GP.,,22.780672073,1.7969381809,,63.560562134,,2.3223044872,198.76608276,Sandstone/Shale
15/9-15,505.472,NORDLAND GP.,,22.781000137,1.8030375242,,64.18692016600001,,2.3754110336000003,200.17814636,Sandstone/Shale
15/9-15,505.624,NORDLAND GP.,,22.781000137,1.8086893559,,63.91690444899999,,2.4324471951,200.30282593,Sandstone/Shale
15/9-15,505.776,NORDLAND GP.,,22.781000137,1.817941308,,64.12574005100001,,2.4476702213,200.32250977,Sandstone/Shale
15/9-15,505.92800000000005,NORDLAND GP.,,22.781000137,1.8314876556,,65.140625,,2.3820290565,200.1978302,Sandstone/Shale
15/9-15,506.08,NORDLAND GP.,,22.781000137,1.838542819,,67.481300354,,2.2646269798,200.07316589,Sandstone/Shale
15/9-15,506.232,NORDLAND GP.,,22.781000137,1.8367139101,,67.433624268,,2.13601017,200.15452576,Sandstone/Shale
15/9-15,506.384,NORDLAND GP.,,22.781000137,1.8291499615,,63.956481934,,2.055521965,200.27264404,Sandstone/Shale
15/9-15,506.536,NORDLAND GP.,,22.781000137,1.8177099228,,59.587497711000005,,2.0266780853,200.22669983,Sandstone/Shale
15/9-15,506.6880000000001,NORDLAND GP.,,22.781000137,1.8094365597,,59.109699249,,2.0496037006,200.2739563,Sandstone/Shale
15/9-15,506.84,NORDLAND GP.,,22.781000137,1.8122699261,,61.407928467,,2.0840015411,199.97441101,Sandstone/Shale
15/9-15,506.992,NORDLAND GP.,,22.781000137,1.8220555782,,63.178539276,,2.08781147,199.82479858,Sandstone/Shale
15/9-15,507.144,NORDLAND GP.,,22.781000137,1.8281985521,,62.843647003,,2.0740661621000003,200.0118103,Sandstone/Shale
15/9-15,507.296,NORDLAND GP.,,22.781000137,1.8248304129,,61.479705811,,2.0682787895,200.1085968,Sandstone/Shale
15/9-15,507.448,NORDLAND GP.,,22.781000137,1.8103137016,,60.782058716,,2.0763738155,200.06703186,Sandstone/Shale
15/9-15,507.6,NORDLAND GP.,,22.781000137,1.7947062254,,60.729572296,,2.0674772263,200.02548218,Sandstone/Shale
15/9-15,507.752,NORDLAND GP.,,22.781000137,1.7905085087,,62.475139618,,2.0458164215,199.95176697,Sandstone/Shale
15/9-15,507.904,NORDLAND GP.,,22.781000137,1.7983740568000002,,65.283912659,,2.0373058319,199.82710266,Sandstone/Shale
15/9-15,508.056,NORDLAND GP.,,22.781000137,1.807564497,,68.272613525,,2.0612139702000003,199.89271545,Sandstone/Shale
15/9-15,508.208,NORDLAND GP.,,22.781000137,1.8111345768,,68.753570557,,2.1030135155000003,200.07775879,Sandstone/Shale
15/9-15,508.36,NORDLAND GP.,,22.781000137,1.8094838858,,67.205299377,,2.1222276688,200.04692078,Sandstone/Shale
15/9-15,508.512,NORDLAND GP.,,22.781000137,1.8047568798,,66.90676879899999,,2.1213757992,200.07841492,Sandstone/Shale
15/9-15,508.664,NORDLAND GP.,,22.781000137,1.8032500744,,69.393226624,,2.0982432365,200.04626465,Sandstone/Shale
15/9-15,508.816,NORDLAND GP.,,22.781000137,1.8097867966,,72.30910491899999,,2.0741279125,200.07907104,Sandstone/Shale
15/9-15,508.968,NORDLAND GP.,,22.781000137,1.8209602833,,73.160018921,,2.0737860203,199.98860168,Sandstone/Shale
15/9-15,509.12,NORDLAND GP.,,22.781000137,1.8334876299,,71.679397583,,2.0818779469,199.95742798,Sandstone/Shale
15/9-15,509.272,NORDLAND GP.,,22.781000137,1.8473246098,,68.354995728,,2.076048851,199.92626953,Sandstone/Shale
15/9-15,509.424,NORDLAND GP.,,22.781000137,1.8601413965,,62.939788818,,2.0635638237,199.89509583,Sandstone/Shale
15/9-15,509.576,NORDLAND GP.,,22.781000137,1.867623806,,56.974685669,,2.0717842579,199.86392212,Sandstone/Shale
15/9-15,509.728,NORDLAND GP.,,22.781000137,1.8662194014,,54.328193665,,2.0830724239,199.83276367,Sandstone/Shale
15/9-15,509.88,NORDLAND GP.,,22.781000137,1.856713295,,55.079990387,,2.0711038113,199.80158997,Sandstone/Shale
15/9-15,510.032,NORDLAND GP.,,22.781000137,1.844776988,,56.168651581000006,,2.0441906452,199.77041626,Sandstone/Shale
15/9-15,510.184,NORDLAND GP.,,22.781000137,1.8319613934,,55.825897217,,2.0401799679,199.83595276,Sandstone/Shale
15/9-15,510.336,NORDLAND GP.,,22.781000137,1.8206433058,,54.596622467,,2.1086919308,200.04264832,Sandstone/Shale
15/9-15,510.48800000000006,NORDLAND GP.,,22.781000137,1.8134622574,,54.502101898,,2.3010938168,200.25196838,Sandstone/Shale
15/9-15,510.64,NORDLAND GP.,,22.781000137,1.7993872166,,57.439994812,,2.5990223885,200.58398438,Sandstone/Shale
15/9-15,510.792,NORDLAND GP.,,22.781000137,1.7718771696000002,,62.732597351,,2.9284667969,200.83332825,Sandstone/Shale
15/9-15,510.944,NORDLAND GP.,,22.781000137,1.7459527254,,67.379722595,,3.0792944431,200.79330444,Sandstone/Shale
15/9-15,511.096,NORDLAND GP.,,22.77967453,1.7259713411000002,,67.14693450899999,,2.9907236099000003,200.41601563,Shale
15/9-15,511.2480000000001,NORDLAND GP.,,22.767061234,1.7058688402000002,,63.07291412399999,,2.8997042179,200.66271973,Shale
15/9-15,511.4,NORDLAND GP.,,22.660926819,1.6886655091999998,,60.18472289999999,,2.8860559464,201.04034424,Shale
15/9-15,511.552,NORDLAND GP.,,22.226121902,1.6776651144,,59.766887665,,2.9300837517,201.32513428,Shale
15/9-15,511.704,NORDLAND GP.,,21.512168884,1.6682298183000002,,60.829269409,,2.9580068588,201.55151367,Shale
15/9-15,511.856,NORDLAND GP.,,20.96005249,1.6513893603999998,,62.005813599,,2.8708362579,201.24310303,Shale
15/9-15,512.008,NORDLAND GP.,,20.698549271,1.6252239943,,63.891166687,,2.76171422,201.46095276,Shale
15/9-15,512.16,NORDLAND GP.,,20.634069443,1.5941798687,,65.32118988,,2.6918938160000003,201.49113464,Shale
15/9-15,512.312,NORDLAND GP.,,20.715839386,1.5679303408,,66.440704346,,2.6806457043000003,201.44291687,Shale
15/9-15,512.464,NORDLAND GP.,,20.914674759,1.5563416481,,68.027351379,,2.7381374836,200.25524902,Shale
15/9-15,512.616,NORDLAND GP.,,21.131072998,1.5613918303999998,,70.109840393,,2.826613903,198.7099762,Shale
15/9-15,512.768,NORDLAND GP.,,21.176141739,1.5777748823,,69.906600952,,2.8743882179000004,197.33857727,Shale
15/9-15,512.92,NORDLAND GP.,,21.133615494,1.5964881182,,66.99948120100001,,2.869685173,196.30085754,Shale
15/9-15,513.072,NORDLAND GP.,,21.088630676,1.6106276512,,65.088027954,,2.8266625404,195.83103943,Shale
15/9-15,513.224,NORDLAND GP.,,20.81133461,1.6198023558,,64.13713073699999,,2.8026583195,194.61515808,Shale
15/9-15,513.376,NORDLAND GP.,,20.317689896,1.6282625197999998,,63.093307495,,2.7776975632,192.97801208,Shale
15/9-15,513.528,NORDLAND GP.,,19.786945343,1.6387658119,,62.646728516,,2.7438642979,191.71391296,Shale
15/9-15,513.68,NORDLAND GP.,,19.330364227,1.6475330591,,63.508235931,,2.6778149605,190.8228302,Shale
15/9-15,513.832,NORDLAND GP.,,19.037258148,1.6507520675999998,,67.479217529,,2.5740487576,190.41011047,Shale
15/9-15,513.984,NORDLAND GP.,,18.931747437,1.6517289877,,70.612892151,,2.4684386253,190.2217865,Shale
15/9-15,514.136,NORDLAND GP.,,19.042570114,1.6530054808,,70.73323059100001,,2.4961566925,189.22441101,Shale
15/9-15,514.288,NORDLAND GP.,,19.36488533,1.6515675783,,69.609336853,,2.6431162357,188.19290161,Shale
15/9-15,514.44,NORDLAND GP.,,19.805805206,1.6475377083000002,,69.82858276399999,,2.7669868469,187.10464478,Shale
15/9-15,514.592,NORDLAND GP.,,20.193208694000003,1.6454937458,,70.376922607,,2.6973936558,186.14074707,Shale
15/9-15,514.744,NORDLAND GP.,,20.374927521,1.6469291449,,67.289047241,,2.5425157547,185.13549805,Shale
15/9-15,514.896,NORDLAND GP.,,20.405628204,1.6515965462,,61.754379272,,2.4686365128,184.02658081,Shale
15/9-15,515.048,NORDLAND GP.,,20.432266235,1.6569209099000002,1.9606000185,59.513729095,,2.4971125126,183.42520142,Shale
15/9-15,515.2,NORDLAND GP.,,20.463754654,1.657831192,1.9606000185,62.037979126,,2.4887928963,181.88911438,Shale
15/9-15,515.352,NORDLAND GP.,,20.485620499,1.6536861658000002,1.9606000185,65.57376861600001,,2.3861393929,179.67945862,Shale
15/9-15,515.504,NORDLAND GP.,,20.488172531,1.6490821838,1.9606000185,65.893257141,,2.2793078423,177.71357727,Shale
15/9-15,515.656,NORDLAND GP.,,20.511737823,1.6491165161,1.9606000185,62.496997833,,2.2450478077,175.25131226,Shale
15/9-15,515.808,NORDLAND GP.,,20.59900856,1.6546905041,1.9606000185,61.589183807,,2.2682709694,173.31825256,Shale
15/9-15,515.96,NORDLAND GP.,,20.762355804,1.6615419388,1.9606000185,64.853782654,,2.3368158340000003,171.87796021,Shale
15/9-15,516.112,NORDLAND GP.,,21.033182144,1.663140893,1.9606000185,68.918792725,,2.3521764278,171.31889343,Shale
15/9-15,516.264,NORDLAND GP.,,21.303970337,1.6569652557,1.9606000185,68.772415161,,2.3305134773,170.45144653,Shale
15/9-15,516.4159999999999,NORDLAND GP.,,21.407463074,1.6458539962999998,1.9606000185,65.088058472,,2.2455503941,169.08660889,Shale
15/9-15,516.568,NORDLAND GP.,,21.376153946,1.636295557,1.9606000185,63.485462189,,2.2424309254,167.66239929,Shale
15/9-15,516.72,NORDLAND GP.,,21.32636261,1.6358914375,1.9594768286,64.359558105,,2.2810997963,167.31724548,Shale
15/9-15,516.872,NORDLAND GP.,,21.286567688,1.6483647822999998,1.957233429,65.23035430899999,,2.4015440941,167.21063232,Shale
15/9-15,517.024,NORDLAND GP.,,21.220729828,1.6685447693000002,1.9569098949,64.479743958,,2.5487809181,167.4153595,Shale
15/9-15,517.1759999999999,NORDLAND GP.,,21.050638199,1.6830711365,1.9586536884,65.016212463,,2.6533541679,166.87400818,Shale
15/9-15,517.328,NORDLAND GP.,,20.749370575,1.6867822409,1.9604980946,67.649147034,,2.5835652351,165.72439575,Shale
15/9-15,517.48,NORDLAND GP.,,20.31656456,1.6880164146,1.9691547155,69.569953918,,2.4538187981,164.45045471,Shale
15/9-15,517.632,NORDLAND GP.,,19.842468262,1.6949529648,1.9916825294,69.291770935,,2.3461866379,163.10597229,Shale
15/9-15,517.784,NORDLAND GP.,,19.56803894,1.7104952335,2.018345356,66.64457702600001,,2.3052227497,162.04527283,Shale
15/9-15,517.936,NORDLAND GP.,,19.568452835,1.7324930428999998,2.0350337029,64.08366394,,2.3313014507,161.80249023,Shale
15/9-15,518.0880000000001,NORDLAND GP.,,19.695323944,1.7516965866,2.0439348221,65.358520508,,2.344991684,161.9092865,Shale
15/9-15,518.24,NORDLAND GP.,,19.787042618,1.7620183229,2.052697897,70.196838379,,2.3406615257,161.47293091,Shale
15/9-15,518.3919999999999,NORDLAND GP.,,19.788909912,1.766327858,2.0593235493,75.891349792,,2.2905113697,160.99868774,Shale
15/9-15,518.544,NORDLAND GP.,,19.756441116,1.7656236887,2.0614893436000004,79.606018066,,2.2007474899,160.42520142,Shale
15/9-15,518.696,NORDLAND GP.,,19.722406387,1.7588689327,2.058934927,80.693756104,,2.1537802219,160.05117798,Shale
15/9-15,518.8480000000001,NORDLAND GP.,,19.677259445,1.7499405146,2.0548615456,80.813392639,,2.1330087185,160.01705933,Shale
15/9-15,519.0,NORDLAND GP.,,19.590833664,1.7446892262,2.0559175014,78.089828491,,2.1367239952,161.24475098,Shale
15/9-15,519.1519999999999,NORDLAND GP.,,19.458690643,1.7435039282,2.0611622334,74.353286743,,2.1633017063,161.98622131,Shale
15/9-15,519.304,NORDLAND GP.,,19.332426071,1.7441049813999998,2.0626635551,72.498207092,,2.2022323608,163.32611084,Shale
15/9-15,519.456,NORDLAND GP.,,19.229391098,1.745192647,2.0557968616,70.485832214,,2.2725760937,164.79592896,Shale
15/9-15,519.6080000000001,NORDLAND GP.,,19.144706726,1.7447019815,2.0477039814,67.379135132,,2.3168842793,164.63780212,Shale
15/9-15,519.76,NORDLAND GP.,,19.08263588,1.7421187162,2.0466995239,64.547912598,,2.3264043331,162.7099762,Shale
15/9-15,519.9119999999999,NORDLAND GP.,,19.034776688,1.7394274473,2.0522508621,64.99962616,,2.278665781,161.30905151,Shale
15/9-15,520.064,NORDLAND GP.,,19.000833511,1.7400724888,2.054817915,68.102874756,,2.2348394394,160.95668030000002,Shale
15/9-15,520.216,NORDLAND GP.,,18.962148666,1.7453975677000002,2.049831152,70.055450439,,2.2158486843,160.92060852,Shale
15/9-15,520.368,NORDLAND GP.,,18.879302979,1.7530660629,2.0432515144,70.116325378,,2.2018527985,161.91798401,Shale
