RHOB,GR,DEPTH_MD,NPHI,PEF,DTC
1.4192516804,47.353469849,509.728,,1.0897800922,159.45924377
1.4202491045,47.233181,509.88,,1.0851771832,159.44332886
1.4208999872,45.187213898,510.032,,1.0773977041,159.43305969
1.4205560684,43.500205994,510.184,,1.0702713728,159.42616272
1.4198999405,43.031116486,510.336,,1.0690615177,159.41925049
1.4198999405,45.348743438999996,510.48800000000006,,1.0768409967,159.41235352
1.418925643,47.3322258,510.64,,1.0839822292,159.41821289
1.4170000553,49.629520416000005,510.792,,1.0879000425,159.43202209
1.4176285267,49.574428558,510.944,,1.0901488066,159.434021
1.4192280769,47.61817932100001,511.096,,1.0988665819,159.42849731
1.4211694002000002,45.346504211,511.2480000000001,,1.1042430401,159.42297363
1.4237999916,44.060260773,511.4,,1.0920181274,159.41744995
1.4235118628,43.700721741,511.552,,1.0753929615,159.41192627
1.4228999615,43.939163208000004,511.704,,1.0657175779,159.41795349
1.4216396809,44.425022125,511.856,,1.067029953,159.43176269999995
1.4183064699,45.35883712800001,512.008,,1.0674630404,159.43865967
1.4163805246,47.110797882,512.16,,1.0648115873,159.44081116
1.4168118238,46.935848236000005,512.312,,1.0673999786,159.43917847
1.4223917723,45.248882294,512.464,,1.0794577599,159.43771362
1.4254982471000002,43.502422333,512.616,,1.0872018337,159.43824768
1.4245009422,43.932159424,512.768,,1.0855661631,159.43878174
1.4217840433000002,45.38526535,512.92,,1.0774900912999998,159.4393158
1.4167062044,45.561843872,513.072,,1.070153594,159.43984985
1.4148640633,43.311786651999995,513.224,,1.0676913261,159.44038391
1.4118111134,41.058921814,513.376,,1.0666966437999998,159.44091797
1.4105561972,41.285503387,513.528,,1.061384201,159.44146729
1.4097387791,41.377182006999995,513.68,,1.0555669069,159.43928528
1.4119428396,40.797706604,513.832,,1.0476191044,159.42706299
1.4141000509,39.164260864,513.984,,1.0474286079,159.40866089
1.4148993492,38.189651489,514.136,,1.050701499,159.39024353
1.417791605,39.184429169,514.288,,1.0575561523,159.41255188
1.4201703072,40.855255127,514.44,,1.0627703667,159.42103577
1.4203647375,42.664852142,514.592,,1.0621882677,159.3913269
1.418900013,44.335220336999996,514.744,,1.0583348274,159.37820435
1.4186638594,45.041297913,514.896,,1.0560777187,159.37889099
1.417740345,45.362266541000004,515.048,,1.0507866144,159.3795929
1.4172570705,44.95813369800001,515.2,,1.0466395617,159.38027954
1.419246912,46.217220306,515.352,,1.0429999828,159.38098145
1.4231268167,48.377365112,515.504,,1.0444613695,159.38168335
1.4250223637,50.534870148,515.656,,1.0556319952,159.37979126
1.4289467335,53.796821593999994,515.808,,1.0884866714,159.37892151
1.4323123693000002,54.994678496999995,515.96,,1.146723628,159.38101196
1.4420663118,55.753669738999996,516.112,,1.2307245731,159.37983704
1.452649951,55.529060363999996,516.264,,1.3230706453,159.37806702
1.4791707993,56.589431763,516.4159999999998,,1.4440574646000002,159.37852478
1.5287154913,57.331123352,516.568,,1.5653215647,159.37898254
1.6214594841,57.011470795,516.72,,1.7301373482,159.37945557
1.7441164255,55.4414711,516.872,,1.88047719,159.37991333
1.8280259371,53.871292114,517.024,,2.0005319118,159.38038635
1.8750691414,54.786128998,517.1759999999998,,1.940529108,159.38084412
1.8568086624,57.011642456000004,517.328,,1.7908409834,159.38130188
1.818392992,59.601665497,517.48,,1.6910473108,159.3817749
1.7816305161,59.921897888000004,517.632,,1.705930233,159.37994385
1.7745882273,58.308982848999996,517.784,,1.8366874456,159.37884521
1.833368063,57.625015258999994,517.936,,2.0403356552000003,159.38093567
1.8867368698,58.591941833,518.0880000000002,,2.1686973572,159.37997437
1.93080163,58.404342651,518.24,,2.1025187969,159.37805176
1.9134956598,58.120727538999994,518.3919999999998,,1.8536193371,159.37850952
1.8322758675,58.326068878,518.544,,1.7937768697999998,159.37896729
1.7252616882,60.080410003999994,518.696,,1.7202677727000002,159.37944031
1.7045669556,60.786762238,518.8480000000002,,1.7605516911,159.37989807
1.7428766488999998,62.93696212800001,519.0,,1.72668612,159.38037109
1.8386147022,64.395751953,519.1519999999998,,1.8540551662,159.38082886
1.8894393444,64.78815460199999,519.304,,1.9989066124,159.38128662
1.9210743904,63.019432068,519.456,,2.1366651058,159.38175964
1.9586596489,59.244121551999996,519.6080000000002,,2.2563874722,159.38008118
1.9921387434,57.028835297,519.76,,2.2566215992,159.37878418
2.0101342201,56.313949585,519.9119999999998,,2.2682135105000003,159.38085938
2.0110242367,56.729656219,520.064,,2.1617708206,159.38011169
2.0029726028,60.411140442,520.216,,2.0586960316,159.37844849
1.978022337,63.88224411,520.368,,1.9770436287,159.37983704
1.9695761204,65.789154053,520.52,,2.0031447411000003,159.38122559
1.9646967649,64.461120605,520.672,,2.0643732548,159.38015747
1.9711353779,63.891483307,520.8240000000002,,2.1407535076,159.37805176
1.9847842455,66.441642761,520.976,,2.11155653,159.37857056
1.9929578304,67.85766601600001,521.128,,2.0714018345,159.37908936
1.9956104755,69.108314514,521.28,,2.1347513199,159.37962341
1.9871506691,67.833129883,521.432,,2.165266037,159.38014221
1.9847298861,66.235061646,521.5840000000002,,2.2038803101,159.38066101
1.973477006,62.13739395100001,521.736,,2.1229813099,159.38117981
1.9595248699,59.912437438999994,521.888,,2.0948164463,159.38169861
1.9520068169,60.990524291999996,522.04,,2.1429457664,159.38026428
1.9591423273,62.64971542399999,522.192,,2.19227314,159.37016296
1.9742660522,62.995159148999996,522.344,,2.2542984486,159.35173035
1.9842684269,61.033588409,522.496,,2.2207603455,159.33331299
1.9835288525,60.270214081000006,522.648,,2.228869915,159.3449707
1.9832892418,61.801170348999996,522.8,,2.1911606789,159.35369873
1.9754763842,62.886234283,522.952,,2.1733522415,159.31863403
1.9708272219,62.568702698,523.104,,2.0524666309,159.31967163
1.9403960705,64.022171021,523.256,,2.005614996,159.32072449
1.9161849022,67.161849976,523.408,,1.987383008,159.32176208
1.9025259018,70.453689575,523.56,,1.9676212072,159.320755
1.9060205221,71.410842896,523.712,,1.9295300245,159.31983948
1.9198999405,70.248046875,523.864,,1.9605923891,159.32078552
1.9203094244,71.058387756,524.016,,2.1153850555,159.31835938
1.9254986048,73.968902588,524.168,,2.2843976021,159.31874084
1.9414764643,76.93585968,524.32,,2.2892549038,159.31910706
1.952054143,81.637672424,524.472,,2.2356390953,159.31948853
1.9607391357,83.52368927,524.624,,2.2097945213,159.31987
1.9680671692,83.490959167,524.776,,2.2004585266,159.32025146
1.9713977575,80.92073059100001,524.928,,2.2156841755000003,159.32063293
1.9777362347,80.86391449,525.08,,2.2429220676,159.3210144
1.9695401192,82.251808167,525.232,,2.2362365723,159.32139587
1.9674822092,84.353240967,525.384,,2.2960987091,159.32177734
1.9648221731,84.70904541,525.536,,2.2708282471,159.32215881
1.9764150381,83.076316833,525.688,,2.326649189,159.32165527
1.9866602421,77.790473938,525.84,,2.2670133114,159.31956482
1.9916180372,75.800216675,525.992,,2.3301236629,159.31834412
1.9970999956,74.055412292,526.144,,2.2831623554,159.31872559
1.9974211454,74.583091736,526.2959999999998,,2.3321862221000003,159.31910706
2.0015661716,71.163139343,526.448,,2.2799172401,159.31948853
1.99480474,68.941268921,526.6,,2.287801981,159.31985474
1.9895796776,69.159439087,526.752,,2.2692918777,159.32023621
1.9785817862,71.98511505100001,526.904,,2.2987298965000003,159.32061768
1.962952733,75.963790894,527.056,,2.3305094242,159.32099915
1.9638500214,75.58441925,527.2080000000002,,2.3373165131,159.32138062
1.9636861086,80.658256531,527.36,,2.3277685642,159.32176208
1.9793257713,79.06112670899999,527.512,,2.3600959778,159.32214355
1.9755579233,84.193695068,527.664,,2.3736057281,159.32173157
1.9743715525,80.27419281,527.816,,2.3407251835,159.31964111
1.9689065218,85.407661438,527.9680000000002,,2.3133499622,159.31832886
1.9718976021,84.73147583,528.12,,2.2836675644,159.31871033
1.9778078794,87.553642273,528.2719999999998,,2.2978827953,159.3190918
1.9873287678,81.483825684,528.424,,2.3277072906,159.31947327
1.9882477522,80.753059387,528.576,,2.3147547245,159.31985474
1.9859517813,73.882453918,528.7280000000002,,2.3240156174,159.32023621
1.9715536833,74.13981628399999,528.88,,2.3168914318,159.32060242
1.9645645618,71.957199097,529.0319999999998,,2.3404467106,159.32098389
1.9521778822,72.97518158,529.184,,2.3750314713,159.32136536
1.9569880962,71.38873291,529.336,,2.3768963814,159.32174683
1.9560893774,67.775764465,529.488,,2.3686497211,159.3221283
1.9550842047,70.209259033,529.64,,2.3260457516,159.32180786
1.9531104565,72.94768524199999,529.7919999999998,,2.3066205978,159.31970215
1.9551026821,74.85955047600001,529.944,,2.3104281425,159.31611633
1.956099987,68.937820435,530.096,,2.2832000256,159.3086853
1.9512132406,65.945632935,530.248,,2.2617564201,159.30125427
1.9443371296,65.502349854,530.4,,2.1684918404,159.29382324
1.9336857796,68.47592926,530.552,,2.1428000927,159.28639221
1.9258832932,67.88167572,530.7040000000002,,2.1154878139,159.27896118
1.9325120449,68.306838989,530.856,,2.1962225437000003,159.27153015
1.9441176653,64.990112305,531.008,,2.2280085087,159.26409912
1.9500923157,67.269165039,531.16,,2.1844248772,159.25897217
1.9243518114,66.027435303,531.312,,2.1663694382,159.26036072
1.9209682941,67.647743225,531.464,,2.1583843231,159.26176453
1.9199261665,66.10509491,531.616,,2.3027050495,159.26226807
1.9540838003,65.091369629,531.768,,2.3199045658,159.26017761
1.9644942284,64.154556274,531.92,,2.3657226563,159.25869751
1.9619991779,62.253726959,532.072,,2.3086678982,159.25907898
1.9553505182,63.361305236999996,532.224,,2.2972564697,159.25946045
1.9419411421,57.943416595,532.376,,2.2612605095,159.25984192
1.9619938135,58.437187195,532.528,,2.2635362148,159.26022339
1.9619448185,55.065921783,532.68,,2.2842407227,159.26060486
1.98610425,59.402843475,532.832,,2.3037786484,159.26098633
1.9919563532,60.218925476,532.984,,2.2731556892,159.26136780000004
1.9958957434,60.63502121,533.136,,2.2881760597,159.26174927
1.9933595657,61.83751297,533.288,,2.2854151726,159.26213074
1.9977231026,57.577495575,533.44,,2.3808391094,159.26251221
1.9989396334,61.863925933999994,533.592,,2.4325540066,159.2618866
2.007245779,63.093296051,533.744,,2.3953022957,159.25875854
2.0096685886000003,64.586975098,533.896,,2.2940225601,159.25946045
2.0006694794,62.736820221,534.048,,2.1287941933,159.26014709
1.9809548855,62.042140961,534.2,,2.0718581676,159.260849
1.9695876837,65.58972168,534.352,,2.0104930401,159.2615509
1.9678763151,66.856452942,534.504,,2.0581917763,159.26223755
1.9687210321,66.246696472,534.656,,2.0606575012,159.26196289
1.9687999487,66.359703064,534.808,,2.0928359032,159.2587738
1.9741134644,64.084693909,534.96,,2.1207070351,159.25961304
1.9745999575,66.215843201,535.112,,2.2086756229,159.26045227
1.9807937145,65.81129455600001,535.264,,2.2683491707,159.26127625
1.9982923269,68.928657532,535.4159999999998,,2.3089082241,159.26211548
2.0230004787,67.212554932,535.568,,2.2913110256,159.26202393
2.0218789577000003,71.288658142,535.72,,2.2749247551,159.25872803
2.0074565411000003,73.831756592,535.872,,2.2875339985,159.25942993
2.0094003677,76.81128692600001,536.024,,2.2978069782,159.26013184
2.020270586,75.78263855,536.1759999999998,,2.3547382355,159.26081848
2.0180203915,75.067344666,536.328,,2.3124864101,159.26152039
2.0123512745,75.889595032,536.48,,2.2927196026,159.26222229
2.0065555573,73.560913086,536.632,,2.2390136719,159.26210022
2.0006828308,75.018569946,536.784,,2.2048032284,159.25874329
1.9982367754,74.809188843,536.936,,2.2183969021000003,159.25958252
2.0015172958000003,80.850311279,537.0880000000002,,2.2378456593,159.26042175
2.0105040073,81.30393981899999,537.24,,2.2881522179,159.26126099
2.0116999149,80.976852417,537.3919999999998,,2.2522480488,159.26208496
2.0083014965,76.14477539100001,537.544,,2.263092041,159.26217651
2.0078001022,72.071098328,537.696,,2.2588236332,159.25871277
2.0129098892,72.049674988,537.8480000000002,,2.2916662693000003,159.25939941
2.0170674324,73.420150757,538.0,,2.256401062,159.26010132
2.0091643333,77.390914917,538.1519999999998,,2.2382056713,159.26080322
2.001106739,80.574371338,538.304,,2.2429945469,159.26150513
2.0017111301,84.26147460899999,538.456,,2.300914526,159.26219177
2.0053257942,85.718612671,538.6080000000002,,2.2988989353,159.26225281
2.0108308792,85.71559906,538.76,,2.2869505882,159.25604248
2.0100896358,85.263748169,538.9119999999998,,2.2355206013,159.23622131
2.0163924694,84.817733765,539.064,,2.2347979546000003,159.21640015
2.011027813,86.224533081,539.216,,2.2034416199,159.19924927
1.998292923,85.712562561,539.368,,2.154633522,159.20133972
1.9846292734,86.76608276399998,539.52,,2.1317641735,159.20271301
1.9808142185,83.34853363,539.672,,2.1500999928,159.19906616
1.9885700941,83.82094574,539.8240000000002,,2.2063012123,159.19976807
1.9999859333,79.190307617,539.976,,2.2426769733,159.20046997
1.9971227646,77.257514954,540.128,,2.2642047405000003,159.20117188
1.9880248308,76.54750061,540.28,,2.2788083553,159.20187378
1.9679019451,80.544204712,540.432,,2.2395486832,159.20257568
1.9630813599,85.121582031,540.5840000000002,,2.2033126354,159.20278931
1.9637160301,89.048606873,540.736,,2.2004835606,159.19909668
1.9717897177,93.30850982700001,540.888,,2.2599453926,159.20013428
1.97676301,96.760887146,541.04,,2.271859169,159.20118713
1.983886838,95.227523804,541.192,,2.2509665489,159.20223999
1.9940220118,92.578330994,541.344,,2.1925964355,159.20285034
2.0054969788,86.28986358600002,541.496,,2.1875708103,159.19903564
2.0218887329,81.723060608,541.648,,2.1785328388,159.199646
2.0285115242,82.533172607,541.8,,2.1991784573,159.20024109
2.0355050564,85.970344543,541.952,,2.1476016045,159.20083618
2.0293292999,84.222549438,542.104,,2.1328001022,159.20144653
2.0227165222,83.858848572,542.256,,2.1760144234,159.20204163
2.0107097626,80.93472290000003,542.408,,2.2474999428,159.20263672
1.9955546856,81.645858765,542.56,,2.2575786114,159.20294189
1.9868803024,75.999656677,542.712,,2.207015276,159.19091797
1.983060956,75.092147827,542.864,,2.1781213284,159.05815125
1.9884605408,77.157852173,543.016,,2.1768300533,158.92538452
2.0023570061,77.493919373,543.168,,2.2216017246,158.79261780000004
2.0209476948,74.88131713899999,543.32,,2.2554659843,158.63948059
2.0433950424,70.80859375,543.472,,2.2766959667,158.10069275
2.0533213615,74.075408936,543.624,,2.1929101944,157.56306458
2.0591294765,72.797477722,543.776,,2.1585149765,156.97364807
2.0604999065,70.097366333,543.928,,2.1443259716,156.5239563
2.0604999065,68.030014038,544.08,,2.1465165615,156.66722107
2.0620121956,72.76097869899999,544.232,,2.0893638134,155.85299683
2.0595612526,77.027610779,544.384,,2.0438599586,153.90463257
2.0600264072,79.47051239,544.536,,1.999994278,152.44911194
2.054664135,80.514373779,544.688,,1.9510480165,154.12339783
2.0512835979,77.938400269,544.84,,1.9362637997,162.55090332
2.0565943718,71.474960327,544.992,,1.9812554121,163.12590027
2.0629673004,67.203094482,545.144,,2.0411393642,162.80166626
2.0645000935,64.438926697,545.2959999999998,,2.026361227,162.29214478
2.0645000935,66.781440735,545.448,,1.9890698195,150.49943542
2.0630354881,67.417350769,545.6,,1.9644881487,150.75624084
2.0539638996000003,68.754760742,545.752,,2.0046038628,158.00442505
2.0380060673,70.357460022,545.904,,2.0186645985,157.7068634
2.0303742886,71.157562256,546.056,,2.0360000134000003,157.35112
2.0335600376,70.816116333,546.2080000000002,,2.003518343,157.29112244
2.0393722057,65.994125366,546.36,,1.9875808954,155.68611145
2.0409998894,63.313983917,546.512,,1.9740440845,154.73580933
2.0452129841,63.191841125,546.664,,1.9736546278,162.8321991
2.0524487495,65.081947327,546.816,,1.9741774797,166.19781494
2.0477542877,66.033981323,546.9680000000002,,1.9902535677,167.99778748
2.0366389751,68.905189514,547.12,,2.0088202953,168.31367493
2.0153331757,73.535652161,547.2719999999998,,2.0576632023,164.46076965
1.9872676134,79.59878540000003,547.424,,2.0789330006,162.2828064
1.9567189217,83.613204956,547.576,,2.0596439838,165.26634216
1.922819972,83.587211609,547.7280000000002,,2.0725009441,169.9251709
1.9148019552,82.01840209999997,547.88,,2.1158833504,175.95314026
1.9180014133,83.009689331,548.0319999999998,,2.168589592,175.4331665
1.9336868525,82.61286926300001,548.184,,2.1465783119,173.91363525
1.9544472694,82.638923645,548.336,,2.1195149422,170.35795593
1.9869060516,78.395599365,548.488,,2.0778717995,167.01828003
2.0249049664,78.479743958,548.64,,2.0645108223,164.37467957
2.0556571484,74.759155273,548.7919999999998,,2.0558362007,161.75914001
2.0750238895,72.54216003399999,548.944,,2.0797376633,159.59796143
2.0722382069,70.840621948,549.096,,2.0832180977,159.21769714
2.0578920841,72.719017029,549.248,,2.0859305859,160.32936096
2.0436336994,74.645812988,549.4,,2.1236665249,161.29260254
2.0390999317,74.978996277,549.552,,2.1951179504,160.84355164
2.0351982117,76.281326294,549.7040000000002,,2.2123157978,162.37736511
2.0241761208,79.572189331,549.856,,2.1941535473,164.37675476
2.0131366253,83.725570679,550.008,,2.1439304352,165.00509644
2.0072517395,84.94248962399999,550.16,,2.098095417,165.92893982
2.0058999062,83.713996887,550.312,,2.0693666935,165.71672058
2.0033710003,83.570808411,550.464,,2.0604999065,165.41950989
2.0007083416,84.498657227,550.616,,2.0693454742,166.1137085
2.0037944317,85.03578186,550.768,,2.0842313766,166.94146729
2.018389225,83.12349700899999,550.92,,2.0735974312,167.11653137
2.0278875828,82.398643494,551.072,,2.1043622494,167.13287354
2.0292999744,81.394363403,551.224,,2.16168046,167.12683105
2.0255682468,81.675804138,551.376,,2.2223992348,166.6373291
2.01603055,83.470344543,551.528,,2.2448401451,168.81738281
1.9994695187,84.57949829100001,551.68,,2.2539484501,169.46620178
1.9805835485,84.929603577,551.832,,2.2329390049,170.15632629
1.9651423693,83.98943328899999,551.984,,2.187625885,172.2116394
1.9539315701,82.83316803,552.136,,2.1275932789,173.39424133
1.9460055828,83.348129272,552.288,,2.1509437561,173.55705261
1.9469630718,82.953521729,552.44,,2.2331905365,174.62733459
1.9545826912,83.36895752,552.592,,2.3062067032,174.43704224
1.9621412754,82.858108521,552.744,,2.3427171707,174.92655945
1.968377471,80.91229248,552.896,,2.3460228443,175.0464325
1.9748051167,79.52130127,553.048,,2.3566789627,173.800354
1.9833902121,78.073181152,553.2,,2.3522775173,171.684021
1.9931641817,78.98316192600001,553.352,,2.3518984318,170.26742554
2.0011510849,80.769927979,553.504,,2.3585915565,170.00207519999995
2.0027732849,80.471588135,553.656,,2.3663401604,169.15565491
1.9985165596,77.797233582,553.808,,2.3734030724,170.01771545
1.9978044033,78.81048584,553.96,,2.3772928715,170.47575378
1.9978883266,80.525932312,554.112,,2.3526201248,170.72944641
1.9982066154,81.73770141600001,554.264,,2.3249101639,170.50526428
1.9933737516,78.818580627,554.4159999999998,,2.3161377907,170.00338745
1.9808101654,76.29712677,554.568,,2.3099384308,168.19969177
1.9633898735,76.702293396,554.72,,2.3021166325,166.22393799
1.9517239332,77.947921753,554.872,,2.3155648708000003,165.22439575
1.9553513527,79.497558594,555.024,,2.3236575127,164.85237122
1.9550111294,81.94039917,555.1759999999998,,2.3291442394,165.40719604
1.9423412085,82.28175354,555.328,,2.3182935715,166.37103271
1.938813448,80.981201172,555.48,,2.3134622574,166.88078308
1.952858448,78.56388855,555.632,,2.3301393986,166.24835205
1.9662390947,78.710670471,555.784,,2.3433530331,165.56546021
1.9718592167,81.543685913,555.936,,2.329313755,164.36581421
1.9774017334,80.931259155,556.0880000000002,,2.3015472889,164.83839417
1.9933307171,75.970176697,556.24,,2.2309880257,164.58607483
2.0102841854,71.86885833699999,556.3919999999998,,2.1912083626,164.28250122
2.0209236145,70.433624268,556.544,,2.1620919704,164.01501465
2.0306994915,71.921340942,556.696,,2.1572852135,163.47901917
2.0435943604,73.13005828899999,556.8480000000002,,2.1849730015,163.42459106
2.0508000851,75.48971557600001,557.0,,2.1895000935,164.30490112
2.0455787182,77.213111877,557.1519999999998,,2.1707451344,164.40692139
2.0358047485,77.051963806,557.304,,2.1180355549,164.96269226
2.0260834694,76.48488616899999,557.456,,2.0972425938,164.47502136
2.0265908241,77.032348633,557.6080000000002,,2.1238303185,163.5632019
2.0311999321000003,78.47844696,557.76,,2.1978776455,163.37236023
2.0311999321000003,76.609474182,557.9119999999998,,2.2469069958000003,163.13331604
2.0241708755000003,75.301261902,558.064,,2.2451989651,164.16377258
2.0095787048,75.264396667,558.216,,2.2339558601,165.76731873
1.9894673824,77.14927673300001,558.368,,2.2306804657,166.34840393
1.9700673819,79.118186951,558.52,,2.2322566509,166.92733765
1.9623934031,80.143226624,558.672,,2.2186732292,167.90870667
1.9693083763,82.66543579100001,558.8240000000002,,2.2178385258,168.0521698
1.9834179878,83.060523987,558.976,,2.2491192818,168.9047699
1.9921448231,82.187835693,559.128,,2.2627332211,170.032547
1.9970264435,81.101493835,559.28,,2.2344732285,168.90049744
2.002910614,81.173362732,559.432,,2.1695535183000003,168.082901
2.0078144073,81.820472717,559.5840000000002,,2.1095292568,167.64537048
2.0097999573,80.764457703,559.736,,2.0996000767,168.2306366
2.0069339275,79.517776489,559.888,,2.1394164562,169.667099
2.0076682568,79.901634216,560.04,,2.2061333656,171.04512024
2.0126609802,81.09008789100001,560.192,,2.2539660931,170.90565491
2.0146079063,81.00832366899999,560.344,,2.2754368782,170.71682739
2.0118937492,79.773094177,560.496,,2.2706446648,170.16340637
2.0105876923,78.506874084,560.648,,2.2676000595,169.49485779
2.0118675232,77.082931519,560.8,,2.2666604519,168.89149475
